filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se,rm_mean,pa_mean,rmtf_pa_slope
59243.4823292439_sn121.00_lof750_R3.Pz.pkg.npz,4,-116.46311675622863,-116.92721007495726,-116.0918447795471,0.22849151,0.5655667644617753,0.49022343990759,0.6617216491456424,0.04510586,-116.422516,0.55732983,-0.17140994651898137
