filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se,rm_mean,pa_mean,rmtf_pa_slope
59243.4552563413_sn77.27_lof750_R3.Pz.pkg.npz,4,-116.92721055202736,-117.85539766655472,-115.90620180473832,0.5014136,0.5802139880870926,0.38993417076570736,0.7579147403667663,0.093621686,-116.96446,0.5876357,-0.17173260320654776
