filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se,rm_mean,pa_mean,rmtf_pa_slope
59894.7963734623_sn100.87_lof750_R3.Pz.pkg.npz,4,-62.071323888617485,-62.62823585096544,-61.42159370008653,0.32212433,-0.19375029994653853,-0.3481892020723659,-0.06272630480144803,0.072416306,-62.11388,-0.18434614,-0.17591755720846655
