filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se,rm_mean,pa_mean,rmtf_pa_slope
59894.8480059734_sn49.24_lof750_R3.Pz.pkg.npz,4,-61.70004885197852,-62.53541646006056,-60.864678239845716,0.4289125,-0.23293846261193704,-0.41553417169432544,-0.05333979749064349,0.09370966,-61.72588,-0.22716883,-0.17460377912756342
