filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se,rm_mean,pa_mean,rmtf_pa_slope
59243.5481613923_sn97.90_lof750_R3.Pz.pkg.npz,4,-116.64875427454812,-117.02002746999469,-116.27748138845172,0.1886278,0.7955179468369983,0.720909050221543,0.8700310499621435,0.037609283,-116.6337,0.7926287,-0.17163755811580614
