filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se
59894.7963734623_sn100.87_lof750_R3.Pz.pkg.npz,4,-61.885686370298004,-62.40083212169952,-61.32877249035187,0.26553097,1.4425302592345075,1.325186103071371,1.5644848043576869,0.3046811
