filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se
59243.4823292439_sn121.00_lof750_R3.Pz.pkg.npz,4,-114.7923790913532,-115.21470203036264,-114.2772401773353,0.24557526,1.2930457407820233,1.189821921703817,1.3724004853940026,0.047691524
