filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se
59243.5481613923_sn97.90_lof750_R3.Pz.pkg.npz,4,-114.51392281387396,-114.88519883819714,-114.09159684845105,0.21283913,1.2814512311126685,1.1990763065628003,1.3464633343032788,0.04060929
