filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se
59243.4552563413_sn77.27_lof750_R3.Pz.pkg.npz,4,-114.23546653639472,-114.97801315091445,-113.4000941445668,0.44277608,1.1790326392249468,1.028487832466007,1.3115854572447545,0.081282295
