filename,fs,rm,rm_low,rm_high,rm_se,pa,pa_low,pa_high,pa_se
59894.8480059734_sn49.24_lof750_R3.Pz.pkg.npz,4,-61.42159257449927,-62.26624270515089,-60.61870928840284,0.42247918,1.3475098574704607,1.1848925281657139,1.5232803751124302,0.08897643
